Symbol,Description,Category2,Category3,GICS Sector,Market cap,Dividend yield,Country,Action
PRGO,Perrigo Plc,Common stocks,Mid cap,Health Care,"$6,173,973,229 ",2.00%,USA,Analyze
PRI,Primerica Inc,Common stocks,Mid cap,Financials,"$5,765,435,519 ",1.19%,USA,Analyze
PRU,Prudential Financial Inc,Common stocks,Large cap,Financials,"$39,691,560,000 ",4.39%,USA,Analyze
PSA,Public Storage,REITs,Large cap,Real Estate,"$54,883,643,392 ",2.52%,USA,Analyze
PSFE,Paysafe Limited,Common stocks,Small cap,Information Technology,"$1,560,923,591 ",0.00%,Bermuda,Analyze
PSTG,Pure Storage Inc Class A,Common stocks,Mid cap,Information Technology,"$5,565,958,903 ",0.00%,USA,Analyze
PSX,Phillips 66,Common stocks,Large cap,Energy,"$32,542,279,453 ",4.76%,USA,Analyze
PTC,PTC Inc,Common stocks,Large cap,Information Technology,"$17,682,469,244 ",0.00%,USA,Analyze
PTON,"Peloton Interactive, Inc. Class A",Common stocks,Large cap,Consumer Discretionary,"$32,969,558,330 ",0.00%,USA,Analyze
PVH,PVH Corp,Common stocks,Mid cap,Consumer Discretionary,"$7,407,139,974 ",0.00%,USA,Analyze
PWR,Quanta Services Inc,Common stocks,Large cap,Industrials,"$12,287,538,393 ",0.26%,USA,Analyze
PXD,Pioneer Natural Resource,Common stocks,Large cap,Energy,"$35,290,154,907 ",1.14%,USA,Analyze
PYPL,Paypal Holdings Inc,Common stocks,Large cap,Information Technology,"$360,406,566,967 ",0.00%,USA,Analyze
QCOM,Qualcomm Inc,Common stocks,Large cap,Information Technology,"$161,868,000,000 ",1.84%,USA,Analyze
QDEL,Quidel Corp,Common stocks,Mid cap,Health Care,"$5,945,625,520 ",0.00%,USA,Analyze
QGEN,Qiagen Nv,Common stocks,Large cap,Health Care,"$11,681,968,514 ",0.00%,The Netherlands,Analyze
QRTEA,"Qurate Retail, Inc. Series A",Common stocks,Mid cap,Consumer Discretionary,"$4,945,685,435 ",0.00%,USA,Analyze
QRVO,"Qorvo, Inc.",Common stocks,Large cap,Information Technology,"$21,362,359,104 ",0.00%,USA,Analyze
QS,QuantumScape Corporation Class A,Common stocks,Mid cap,Consumer Discretionary,"$5,862,641,417 ",0.00%,USA,Analyze
R,Ryder System Inc,Common stocks,Mid cap,Industrials,"$3,927,151,212 ",2.28%,USA,Analyze
RARE,Ultragenyx Pharmaceutical Inc,Common stocks,Mid cap,Health Care,"$5,355,429,691 ",0.00%,USA,Analyze
RBC,Regal Beloit Corp,Common stocks,Mid cap,Industrials,"$5,451,315,696 ",0.91%,USA,Analyze
RCL,Royal Caribbean Cruises Ltd,Common stocks,Large cap,Consumer Discretionary,"$20,589,674,738 ",0.00%,USA,Analyze
RE,Everest Re Group Ltd,Common stocks,Large cap,Financials,"$12,150,093,572 ",2.52%,USA,Analyze
REG,Regency Centers Corporation,REITs,Large cap,Real Estate,"$11,018,958,319 ",3.62%,USA,Analyze
REGN,Regeneron Pharmaceuticals Inc,Common stocks,Large cap,Health Care,"$60,490,581,766 ",0.00%,USA,Analyze
REXR,"Rexford Industrial Realty, Inc",REITs,Mid cap,Real Estate,"$8,122,253,093 ",1.49%,USA,Analyze
REYN,Reynolds Consumer Products Inc.,Common stocks,Mid cap,Consumer Staples,"$6,120,756,006 ",3.05%,USA,Analyze
RF,Regions Financial Corp,Common stocks,Large cap,Financials,"$18,591,259,559 ",3.17%,USA,Analyze
RGA,Reinsurance Group Of America Inc,Common stocks,Mid cap,Financials,"$7,339,686,834 ",2.57%,USA,Analyze
RGEN,Repligen Corp,Common stocks,Large cap,Health Care,"$11,310,869,041 ",0.00%,USA,Analyze
RGLD,Royal Gold Inc,Common stocks,Mid cap,Materials,"$7,693,017,721 ",1.00%,USA,Analyze
RH,RH,Common stocks,Large cap,Consumer Discretionary,"$14,252,494,764 ",0.00%,USA,Analyze
RHI,Robert Half,Common stocks,Large cap,Industrials,"$10,555,135,605 ",1.53%,USA,Analyze
RJF,Raymond James Inc,Common stocks,Large cap,Financials,"$17,864,353,780 ",1.18%,USA,Analyze
RKT,"Rocket Companies, Inc. Class A",Common stocks,Mid cap,Financials,"$2,371,917,633 ",0.00%,USA,Analyze
RL,Ralph Lauren Corp Class A,Common stocks,Mid cap,Consumer Discretionary,"$8,147,050,279 ",0.62%,USA,Analyze
RMD,Resmed Inc,Common stocks,Large cap,Health Care,"$37,796,801,684 ",0.60%,USA,Analyze
RNG,Ringcentral Inc Class A,Common stocks,Large cap,Information Technology,"$21,923,829,168 ",0.00%,USA,Analyze
RNR,Renaissancere Holding Ltd,Common stocks,Mid cap,Financials,"$7,046,495,141 ",0.95%,USA,Analyze
ROK,Rockwell Automation Inc,Common stocks,Large cap,Industrials,"$34,568,800,538 ",1.41%,USA,Analyze
ROKU,Roku Class A,Common stocks,Large cap,Communication Services,"$60,863,449,024 ",0.00%,USA,Analyze
ROL,Rollins Inc,Common stocks,Large cap,Industrials,"$18,372,138,360 ",0.71%,USA,Analyze
ROP,Roper Technologies Inc,Common stocks,Large cap,Industrials,"$51,543,971,134 ",0.45%,USA,Analyze
ROST,Ross Stores Inc,Common stocks,Large cap,Consumer Discretionary,"$43,707,998,434 ",0.47%,USA,Analyze
RPM,RPM International Inc,Common stocks,Large cap,Materials,"$11,315,405,252 ",1.73%,USA,Analyze
RPRX,Royalty Pharma plc - Class A,Common stocks,Large cap,Health Care,"$15,596,434,810 ",1.60%,USA,Analyze
RS,Reliance Steel & Aluminum,Common stocks,Mid cap,Materials,"$9,803,166,689 ",1.70%,USA,Analyze
RSG,Republic Services Inc,Common stocks,Large cap,Industrials,"$36,950,449,662 ",1.46%,USA,Analyze
RTX,Raytheon Technologies Corporation,Common stocks,Large cap,Industrials,"$130,221,974,327 ",2.23%,USA,Analyze
RUN,Sunrun Inc,Common stocks,Large cap,Industrials,"$10,214,839,474 ",0.00%,USA,Analyze
RYN,Rayonier Inc,REITs,Mid cap,Real Estate,"$5,171,913,805 ",2.87%,USA,Analyze
SABR,Sabre Corp,Common stocks,Mid cap,Information Technology,"$3,823,978,083 ",0.00%,USA,Analyze
SAGE,Sage Therapeutics Inc,Common stocks,Mid cap,Health Care,"$2,593,003,998 ",0.00%,USA,Analyze
SAIC,Science Applications International,Common stocks,Mid cap,Industrials,"$5,086,498,339 ",1.68%,USA,Analyze
SAM,Boston Beer Inc Class A,Common stocks,Mid cap,Consumer Staples,"$7,414,281,523 ",0.00%,USA,Analyze
SBAC,SBA Communications Corporation,REITs,Large cap,Real Estate,"$36,979,262,449 ",0.62%,USA,Analyze
SBNY,Signature Bank,Common stocks,Mid cap,Financials,"$6,935,119,400 ",0.71%,USA,Analyze
SBUX,Starbucks Corp,Common stocks,Large cap,Consumer Discretionary,"$148,410,438,000 ",1.39%,USA,Analyze
SC,Santander Consumer USA Holdings,Common stocks,Large cap,Financials,"$12,483,197,631 ",1.61%,USA,Analyze
SCCO,Southern Copper Corp,Common stocks,Large cap,Materials,"$50,017,840,504 ",3.36%,Peru,Analyze
SCHW,Charles Schwab Corporation,Common stocks,Large cap,Financials,"$127,852,598,845 ",1.05%,USA,Analyze
SCI,Service Corporation International,Common stocks,Mid cap,Consumer Discretionary,"$9,755,562,403 ",1.40%,USA,Analyze
SEB,Seaboard Corp,Common stocks,Mid cap,Consumer Staples,"$4,578,042,729 ",0.23%,USA,Analyze
SEE,Sealed Air Corp,Common stocks,Mid cap,Materials,"$8,433,920,272 ",1.22%,USA,Analyze
SEIC,SEI Investments,Common stocks,Mid cap,Financials,"$8,649,987,103 ",1.22%,USA,Analyze
SF,Stifel Financial Corp,Common stocks,Mid cap,Financials,"$6,901,278,228 ",0.80%,USA,Analyze
SGEN,Seattle Genetics Inc,Common stocks,Large cap,Health Care,"$25,954,851,410 ",0.00%,USA,Analyze
SGFY,"Signify Health, Inc.",Common stocks,Mid cap,Health Care,"$4,551,204,927 ",0.00%,USA,Analyze
SHC,Sotera Health Co,Common stocks,Mid cap,Health Care,"$6,390,032,329 ",0.00%,USA,Analyze
SHLS,"Shoals Technologies Group, Inc.",Common stocks,Mid cap,Industrials,"$2,530,407,506 ",0.00%,USA,Analyze
SHW,Sherwin Williams,Common stocks,Large cap,Materials,"$75,923,291,808 ",0.70%,USA,Analyze
SIRI,Sirius Xm Holdings Inc,Common stocks,Large cap,Communication Services,"$26,099,087,456 ",0.89%,USA,Analyze
SITE,Siteone Landscape Supply Inc,Common stocks,Mid cap,Industrials,"$7,736,278,809 ",0.00%,USA,Analyze
SIVB,SVB Financial Group,Common stocks,Large cap,Financials,"$30,685,881,494 ",0.00%,USA,Analyze
SIX,Six Flags Entertainment Corp,Common stocks,Mid cap,Consumer Discretionary,"$3,620,610,921 ",0.00%,USA,Analyze
SJM,J.M. Smucker,Common stocks,Large cap,Consumer Staples,"$14,159,436,715 ",2.73%,USA,Analyze
SKLZ,Skillz Inc. Class A,Common stocks,Mid cap,Communication Services,"$5,532,054,331 ",0.00%,USA,Analyze
SKX,Skechers USA Inc,Common stocks,Mid cap,Consumer Discretionary,"$7,272,134,161 ",0.00%,USA,Analyze
SLB,Schlumberger Nv,Common stocks,Large cap,Energy,"$41,194,874,360 ",1.69%,USA,Analyze
SLG,SL Green Realty Corp,REITs,Mid cap,Real Estate,"$5,208,482,997 ",4.71%,USA,Analyze
SLGN,Silgan Holdings Inc,Common stocks,Mid cap,Materials,"$4,368,502,715 ",1.31%,USA,Analyze
SLM,Sallie Mae,Common stocks,Mid cap,Financials,"$5,740,001,576 ",0.64%,USA,Analyze
SMAR,Smartsheet Inc. Class A,Common stocks,Mid cap,Information Technology,"$9,305,827,659 ",0.00%,USA,Analyze
SMG,Scotts Miracle Gro,Common stocks,Large cap,Materials,"$10,194,770,747 ",1.35%,USA,Analyze
SNA,Snap On Inc,Common stocks,Large cap,Industrials,"$11,880,528,366 ",2.15%,USA,Analyze
SNDR,Schneider National Inc Class B,Common stocks,Mid cap,Industrials,"$2,016,423,935 ",1.23%,USA,Analyze
SNOW,Snowflake Inc. Class A,Common stocks,Large cap,Information Technology,"$76,442,961,101 ",0.00%,USA,Analyze
SNPS,Synopsys Inc,Common stocks,Large cap,Information Technology,"$43,314,489,497 ",0.00%,USA,Analyze
SNV,Synovus Financial Corp,Common stocks,Mid cap,Financials,"$6,100,026,100 ",3.18%,USA,Analyze
SNX,Synnex Corp,Common stocks,Mid cap,Information Technology,"$6,145,415,893 ",0.51%,USA,Analyze
SO,Southern Co,Common stocks,Large cap,Utilities,"$67,532,214,139 ",3.99%,USA,Analyze
SON,Sonoco Products,Common stocks,Mid cap,Materials,"$6,347,711,393 ",2.76%,USA,Analyze
SPB,Spectrum Brands Holdings Inc,Common stocks,Mid cap,Consumer Staples,"$3,724,049,260 ",1.91%,USA,Analyze
SPCE,"Virgin Galactic Holdings, Inc.",Common stocks,Mid cap,Industrials,"$7,373,955,708 ",0.00%,USA,Analyze
SPG,"Simon Property Group, Inc",REITs,Large cap,Real Estate,"$41,733,342,726 ",4.10%,USA,Analyze
SPGI,S&P Global Inc,Common stocks,Large cap,Financials,"$99,582,448,095 ",0.69%,USA,Analyze
SPLK,Splunk Inc,Common stocks,Large cap,Information Technology,"$23,213,978,648 ",0.00%,USA,Analyze
SPOT,Spotify Technology SA,Common stocks,Large cap,Communication Services,"$43,546,790,000 ",0.00%,Luxembourg,Analyze
SPR,Spirit Aerosystems Inc,Common stocks,Mid cap,Industrials,"$4,602,619,867 ",0.09%,USA,Analyze
SQ,Square Inc Class A,Common stocks,Large cap,Information Technology,"$111,345,750,000 ",0.00%,USA,Analyze
SRC,"Spirit Realty Capital, Inc",REITs,Mid cap,Real Estate,"$5,768,779,210 ",4.88%,USA,Analyze
SRCL,Stericycle Inc,Common stocks,Mid cap,Industrials,"$6,469,127,729 ",0.00%,USA,Analyze
SRE,Sempra Energy,Common stocks,Large cap,Utilities,"$39,570,824,144 ",3.26%,USA,Analyze
SRPT,Sarepta Therapeutics Inc,Common stocks,Mid cap,Health Care,"$5,311,391,204 ",0.00%,USA,Analyze
SSNC,"SS&C Technologies Holdings, Inc.",Common stocks,Large cap,Information Technology,"$19,287,810,786 ",0.79%,USA,Analyze
ST,Sensata Technologies Holding Nv,Common stocks,Mid cap,Industrials,"$8,778,259,094 ",0.00%,USA,Analyze
STE,STERIS PLC,Common stocks,Large cap,Health Care,"$18,073,417,544 ",0.75%,USA,Analyze
STL,Sterling Bancorp,Common stocks,Mid cap,Financials,"$4,179,997,742 ",1.28%,USA,Analyze
STLD,Steel Dynamics Inc,Common stocks,Large cap,Materials,"$12,897,029,453 ",1.66%,USA,Analyze
STNE,Stoneco Ltd. - Class A,Common stocks,Large cap,Information Technology,"$15,010,588,213 ",0.00%,Brazil,Analyze
STOR,STORE Capital Corporation,REITs,Mid cap,Real Estate,"$9,900,065,723 ",3.87%,USA,Analyze
STT,State Street Corp,Common stocks,Large cap,Financials,"$29,596,228,302 ",2.39%,USA,Analyze
STWD,Starwood Property Trust Inc,Mortgage REITs,Mid cap,Financials,"$7,453,003,359 ",7.18%,USA,Analyze
STZ,Constellation Brands Class A,Common stocks,Large cap,Consumer Staples,"$43,034,426,674 ",1.00%,USA,Analyze
SUI,"Sun Communities, Inc",REITs,Large cap,Real Estate,"$21,147,913,732 ",1.70%,USA,Analyze
SWCH,"Switch, Inc. Class A",Common stocks,Mid cap,Information Technology,"$2,710,196,725 ",0.96%,USA,Analyze
SWI,Solarwinds Corporation,Common stocks,Mid cap,Information Technology,"$3,516,235,017 ",0.00%,USA,Analyze
SWK,Stanley Black & Decker Inc,Common stocks,Large cap,Industrials,"$33,264,692,107 ",1.35%,USA,Analyze
SWKS,Skyworks Solutions Inc,Common stocks,Large cap,Information Technology,"$31,828,189,244 ",1.03%,USA,Analyze
SYF,Synchrony Financial,Common stocks,Large cap,Financials,"$26,855,616,328 ",1.85%,USA,Analyze
SYK,Stryker Corp,Common stocks,Large cap,Health Care,"$99,284,365,127 ",0.93%,USA,Analyze
SYNH,Syneos Health Inc,Common stocks,Mid cap,Health Care,"$9,099,517,135 ",0.00%,USA,Analyze
SYY,Sysco Corp,Common stocks,Large cap,Consumer Staples,"$37,509,184,835 ",2.46%,USA,Analyze
T,AT&T Inc.,Common stocks,Large cap,Communication Services,"$201,205,200,000 ",7.29%,USA,Analyze
TAP,Molson Coors Brewing Class B,Common stocks,Large cap,Consumer Staples,"$10,287,250,830 ",0.00%,USA,Analyze
TDC,Teradata Corp,Common stocks,Mid cap,Information Technology,"$5,542,472,000 ",0.00%,USA,Analyze
TDG,Transdigm Group Inc,Common stocks,Large cap,Industrials,"$35,715,023,271 ",21.63%,USA,Analyze
TDOC,Teladoc Inc,Common stocks,Large cap,Health Care,"$23,140,235,106 ",0.00%,USA,Analyze
TDY,Teledyne Technologies Inc,Common stocks,Large cap,Industrials,"$16,494,718,444 ",0.00%,USA,Analyze
TEAM,Atlassian Plc Class A,Common stocks,Large cap,Information Technology,"$66,901,420,535 ",0.00%,United Kingdom,Analyze
TECH,Bio-Techne Corp,Common stocks,Large cap,Health Care,"$18,361,920,852 ",0.27%,USA,Analyze
TER,Teradyne Inc,Common stocks,Large cap,Information Technology,"$21,187,317,285 ",0.31%,USA,Analyze
TFC,Truist Financial Corporation,Common stocks,Large cap,Financials,"$73,832,000,053 ",3.24%,USA,Analyze
TFSL,TFS Financial Corp,Common stocks,Mid cap,Financials,"$5,494,470,541 ",5.61%,USA,Analyze
TFX,Teleflex Inc,Common stocks,Large cap,Health Care,"$18,585,117,123 ",0.34%,USA,Analyze
TGT,Target Corp,Common stocks,Large cap,Consumer Discretionary,"$129,053,659,337 ",1.04%,USA,Analyze
THG,Hanover Insurance Group Inc,Common stocks,Mid cap,Financials,"$4,745,563,306 ",2.06%,USA,Analyze
THO,Thor Industries Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,327,254,021 ",1.43%,USA,Analyze
TJX,"TJX Companies, Inc.",Common stocks,Large cap,Consumer Discretionary,"$82,909,799,422 ",0.76%,USA,Analyze
TKR,Timken,Common stocks,Mid cap,Industrials,"$5,881,120,810 ",1.49%,USA,Analyze
TMO,Thermo Fisher Scientific Inc,Common stocks,Large cap,Health Care,"$207,958,915,040 ",0.18%,USA,Analyze
TMUS,T Mobile US Inc,Common stocks,Large cap,Communication Services,"$180,756,972,512 ",0.00%,USA,Analyze
TMX,"Terminix Global Holdings, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$6,816,943,076 ",0.00%,USA,Analyze
TNDM,Tandem Diabetes Care Inc,Common stocks,Mid cap,Health Care,"$6,410,991,624 ",0.00%,USA,Analyze
TNL,Travel & Leisure Co.,Common stocks,Mid cap,Consumer Discretionary,"$4,890,885,874 ",2.11%,USA,Analyze
TOL,Toll Brothers Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,941,133,760 ",0.99%,USA,Analyze
TPL,Texas Pacific Land Trust,Common stocks,Large cap,Energy,"$11,604,760,607 ",0.37%,USA,Analyze
TPR,Tapestry,Common stocks,Large cap,Consumer Discretionary,"$11,502,906,154 ",0.00%,USA,Analyze
TPX,Tempur Sealy International Inc,Common stocks,Mid cap,Consumer Discretionary,"$7,858,358,506 ",0.35%,USA,Analyze
TREX,Trex Inc,Common stocks,Large cap,Industrials,"$11,292,783,243 ",0.00%,USA,Analyze
TRGP,Targa Resources Corp,Common stocks,Mid cap,Energy,"$9,944,188,119 ",0.91%,USA,Analyze
TRIP,TripAdvisor Inc,Common stocks,Mid cap,Communication Services,"$4,796,837,625 ",20.85%,USA,Analyze
TRMB,Trimble Inc,Common stocks,Large cap,Information Technology,"$20,887,823,026 ",0.00%,USA,Analyze
TROW,T Rowe Price Group Inc,Common stocks,Large cap,Financials,"$46,784,425,232 ",1.88%,USA,Analyze
TRU,TransUnion,Common stocks,Large cap,Industrials,"$22,292,189,000 ",0.27%,USA,Analyze
TRV,Travelers Companies Inc,Common stocks,Large cap,Financials,"$37,129,533,378 ",2.29%,USA,Analyze
TSCO,Tractor Supply,Common stocks,Large cap,Consumer Discretionary,"$21,676,191,030 ",0.97%,USA,Analyze
TSLA,Tesla Inc,Common stocks,Large cap,Consumer Discretionary,"$633,505,369,214 ",0.00%,USA,Analyze
TSN,Tyson Foods Inc Class A,Common stocks,Large cap,Consumer Staples,"$25,944,690,000 ",2.44%,USA,Analyze
TSP,TuSimple Holdings Inc.,Common stocks,Mid cap,Industrials,"$7,621,813,994 ",0.00%,USA,Analyze
TT,Trane Technologies plc,Common stocks,Large cap,Industrials,"$47,769,714,523 ",1.12%,USA,Analyze
TTC,Toro,Common stocks,Large cap,Industrials,"$11,987,891,361 ",0.92%,USA,Analyze
TTD,Trade Desk Inc Class A,Common stocks,Mid cap,Information Technology,"$3,512,255,786 ",0.00%,USA,Analyze
TTWO,Take Two Interactive Software Inc,Common stocks,Large cap,Communication Services,"$19,996,938,480 ",0.00%,USA,Analyze
TW,Tradeweb Markets Inc. - Class A,Common stocks,Mid cap,Financials,"$9,155,978,202 ",0.37%,USA,Analyze
TWLO,Twilio Inc Class A,Common stocks,Large cap,Information Technology,"$64,663,856,084 ",0.00%,USA,Analyze
TWTR,Twitter Inc,Common stocks,Large cap,Communication Services,"$54,823,318,283 ",0.00%,USA,Analyze
TXG,"10x Genomics, Inc.",Common stocks,Large cap,Health Care,"$15,670,683,156 ",0.00%,USA,Analyze
TXN,Texas Instrument Inc,Common stocks,Large cap,Information Technology,"$173,803,509,140 ",2.62%,USA,Analyze
TXT,Textron Inc,Common stocks,Large cap,Industrials,"$15,379,802,743 ",0.12%,USA,Analyze
TYL,Tyler Technologies Inc,Common stocks,Large cap,Information Technology,"$20,140,806,882 ",0.00%,USA,Analyze
U,Unity Software Inc.,Common stocks,Large cap,Information Technology,"$28,869,399,362 ",0.00%,USA,Analyze
UA,Under Armour Inc Class C,Common stocks,Mid cap,Consumer Discretionary,"$8,641,981,920 ",0.00%,USA,Analyze
UAA,Under Armour Inc Class A,Common stocks,Mid cap,Consumer Discretionary,"$8,641,981,920 ",0.00%,USA,Analyze
UAL,United Continental Holdings Inc,Common stocks,Large cap,Industrials,"$16,005,892,105 ",0.00%,USA,Analyze
UBER,"Uber Technologies, Inc.",Common stocks,Large cap,Industrials,"$87,109,011,873 ",0.00%,USA,Analyze
UDR,"UDR, Inc",REITs,Large cap,Real Estate,"$16,347,365,612 ",2.59%,USA,Analyze
UGI,UGI Corp,Common stocks,Mid cap,Utilities,"$9,637,872,953 ",2.86%,USA,Analyze
UHAL,Amerco,Common stocks,Large cap,Industrials,"$11,395,850,308 ",0.38%,USA,Analyze
UHS,Universal Health Services Inc.,Common stocks,Large cap,Health Care,"$13,138,634,112 ",0.13%,USA,Analyze
UI,Ubiquiti Inc.,Common stocks,Large cap,Information Technology,"$19,280,795,976 ",0.52%,USA,Analyze
ULTA,Ulta Beauty Inc,Common stocks,Large cap,Consumer Discretionary,"$18,851,383,804 ",0.00%,USA,Analyze
UMPQ,Umpqua Holdings Corp,Common stocks,Mid cap,Financials,"$4,123,446,730 ",4.41%,USA,Analyze
UNH,Unitedhealth Group Inc,Common stocks,Large cap,Health Care,"$390,258,574,705 ",1.25%,USA,Analyze
UNM,Unum Group,Common stocks,Mid cap,Financials,"$5,710,564,716 ",4.01%,USA,Analyze
UNP,Union Pacific Corp,Common stocks,Large cap,Industrials,"$143,590,948,617 ",1.80%,USA,Analyze
UNVR,"Univar Solutions, Inc.",Common stocks,Mid cap,Industrials,"$4,065,002,979 ",0.00%,USA,Analyze
UPS,United Parcel Service Inc Class B,Common stocks,Large cap,Industrials,"$181,402,984,000 ",1.92%,USA,Analyze
UPST,"Upstart Holdings, Inc.",Common stocks,Mid cap,Financials,"$9,368,466,964 ",0.00%,USA,Analyze
URI,United Rentals Inc,Common stocks,Large cap,Industrials,"$23,733,516,543 ",0.00%,USA,Analyze
USB,US Bancorp,Common stocks,Large cap,Financials,"$83,690,106,782 ",2.96%,USA,Analyze
USFD,US Foods Holding Corp,Common stocks,Mid cap,Consumer Staples,"$7,549,432,292 ",0.00%,USA,Analyze
UTHR,United Therapeutics Corp,Common stocks,Mid cap,Health Care,"$8,209,836,961 ",0.00%,USA,Analyze
UWMC,UWM Holdings Corporation Class A,Common stocks,Small cap,Financials,"$787,746,686 ",2.60%,USA,Analyze
V,Visa Inc Class A,Common stocks,Large cap,Information Technology,"$551,551,000,000 ",0.50%,USA,Analyze
VAC,Marriott Vacations Worldwide Corp,Common stocks,Mid cap,Consumer Discretionary,"$6,649,770,859 ",0.00%,USA,Analyze
VEEV,Veeva Systems Inc Class A,Common stocks,Large cap,Health Care,"$45,366,587,567 ",0.00%,USA,Analyze
VER,"VEREIT, Inc",REITs,Large cap,Real Estate,"$11,264,995,123 ",3.39%,USA,Analyze
VFC,VF Corp,Common stocks,Large cap,Consumer Discretionary,"$32,663,654,649 ",2.32%,USA,Analyze
VIAC,ViacomCBS Inc. - Class B,Common stocks,Large cap,Communication Services,"$27,413,427,425 ",2.26%,USA,Analyze
VIACA,ViacomCBS Inc. - Class A,Common stocks,Large cap,Communication Services,"$27,413,427,425 ",2.06%,USA,Analyze
VICI,VICI Properties Inc,REITs,Large cap,Real Estate,"$16,943,721,131 ",4.11%,USA,Analyze
VIRT,Virtu Financial Inc Class A,Common stocks,Mid cap,Financials,"$3,056,865,450 ",3.71%,USA,Analyze
VLO,Valero Energy Corp,Common stocks,Large cap,Energy,"$26,790,141,214 ",5.85%,USA,Analyze
VMC,Vulcan Materials,Common stocks,Large cap,Materials,"$23,347,756,820 ",0.80%,USA,Analyze
VMEO,"Vimeo, Inc.",Common stocks,Mid cap,Communication Services,"$6,752,920,618 ",0.49%,USA,Analyze
VMI,Valmont Inds Inc,Common stocks,Mid cap,Industrials,"$4,882,446,836 ",0.82%,USA,Analyze
VMW,VMWare Inc Class A,Common stocks,Large cap,Information Technology,"$17,583,019,738 ",17.59%,USA,Analyze
VNO,Vornado Realty Trust,REITs,Mid cap,Real Estate,"$8,481,884,349 ",4.69%,USA,Analyze
VNT,Vontier Corporation,Common stocks,Mid cap,Information Technology,"$5,516,317,235 ",0.08%,USA,Analyze
VOYA,Voya Financial Inc,Common stocks,Mid cap,Financials,"$7,632,718,933 ",1.00%,USA,Analyze
VRM,"Vroom, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$5,198,984,840 ",0.00%,USA,Analyze
VRSK,Verisk Analytics Inc,Common stocks,Large cap,Industrials,"$30,281,879,105 ",0.60%,USA,Analyze
VRSN,Verisign Inc,Common stocks,Large cap,Information Technology,"$24,943,524,251 ",0.00%,USA,Analyze
VRT,"Vertiv Holdings, LLC Class A",Common stocks,Mid cap,Industrials,"$9,689,201,503 ",0.04%,USA,Analyze
VRTX,Vertex Pharmaceuticals Inc,Common stocks,Large cap,Health Care,"$51,496,147,932 ",0.00%,USA,Analyze
VSAT,Viasat Inc,Common stocks,Mid cap,Information Technology,"$3,612,703,660 ",0.00%,USA,Analyze
VST,Vistra Energy Corp,Common stocks,Mid cap,Utilities,"$9,207,250,844 ",2.95%,USA,Analyze
VTR,"Ventas, Inc",REITs,Large cap,Real Estate,"$22,414,652,463 ",2.98%,USA,Analyze
VTRS,Viatris Inc.,Common stocks,Large cap,Health Care,"$16,727,792,162 ",0.79%,USA,Analyze
VVV,Valvoline Inc,Common stocks,Mid cap,Materials,"$5,537,351,234 ",1.59%,USA,Analyze
VZ,Verizon Communications Inc,Common stocks,Large cap,Communication Services,"$230,932,972,569 ",4.43%,USA,Analyze
W,Wayfair Inc Class A,Common stocks,Large cap,Consumer Discretionary,"$22,051,555,608 ",0.00%,USA,Analyze
WAB,Westinghouse Air Brake Technologies,Common stocks,Large cap,Industrials,"$15,516,709,692 ",0.58%,USA,Analyze
WAL,Western Alliance,Common stocks,Mid cap,Financials,"$9,860,112,930 ",1.04%,USA,Analyze
WAT,Waters Corp,Common stocks,Large cap,Health Care,"$23,588,717,390 ",0.00%,USA,Analyze
WBA,Walgreen Boots Alliance Inc,Common stocks,Large cap,Consumer Staples,"$40,870,650,209 ",3.90%,USA,Analyze
WBS,Webster Financial Corp,Common stocks,Mid cap,Financials,"$4,362,099,174 ",3.28%,USA,Analyze
WDAY,Workday Inc,Common stocks,Large cap,Information Technology,"$45,097,290,000 ",0.00%,USA,Analyze
WDC,Western Digital Corp,Common stocks,Large cap,Information Technology,"$19,695,726,983 ",0.00%,USA,Analyze
WEC,WEC Energy Group Inc,Common stocks,Large cap,Utilities,"$29,701,315,439 ",2.75%,USA,Analyze
WELL,Welltower Inc,REITs,Large cap,Real Estate,"$36,574,795,800 ",2.75%,USA,Analyze
WEN,Wendys,Common stocks,Mid cap,Consumer Discretionary,"$5,086,838,024 ",1.34%,USA,Analyze
WEX,Wex Inc,Common stocks,Mid cap,Information Technology,"$8,988,968,154 ",0.00%,USA,Analyze
WFC,Wells Fargo,Common stocks,Large cap,Financials,"$186,052,053,260 ",0.88%,USA,Analyze
WH,Wyndham Hotels & Resorts Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,553,793,796 ",0.68%,USA,Analyze
WHR,Whirlpool Corp,Common stocks,Large cap,Consumer Discretionary,"$13,805,428,494 ",2.30%,USA,Analyze
WIX,Wix.Com Ltd,Common stocks,Large cap,Information Technology,"$17,072,218,140 ",0.00%,Israel,Analyze
WLK,Westlake Chemical Corp,Common stocks,Large cap,Materials,"$10,681,134,620 ",1.29%,USA,Analyze
WLTW,Willis Towers Watson PLC,Common stocks,Large cap,Financials,"$26,578,239,285 ",1.36%,USA,Analyze
WM,Waste Management Inc,Common stocks,Large cap,Industrials,"$61,921,847,769 ",1.52%,USA,Analyze
WMB,Williams Inc,Common stocks,Large cap,Energy,"$31,085,768,588 ",6.18%,USA,Analyze
